%time,field.data
1742481089510332546,-56.0
1742481090014449651,-57.0
1742481090517539927,-56.0
1742481091019733370,-56.0
1742481091539821385,-57.0
1742481092022761601,-56.0
1742481092522436076,-55.0
1742481093014689668,-59.0
1742481093516898349,-58.0
1742481094016675190,-55.0
1742481094512679073,-55.0
1742481095023145863,-57.0
1742481095520546781,-56.0
1742481096012388912,-57.0
1742481096515077804,-55.0
1742481097013221722,-54.0
1742481097518938525,-55.0
1742481098016049218,-54.0
1742481098520637040,-55.0
1742481099015554768,-58.0
1742481099517347861,-55.0
1742481100022412507,-55.0
1742481100516658519,-56.0
1742481101020112186,-55.0
1742481101516783209,-58.0
1742481102022677519,-57.0
1742481102517446286,-58.0
1742481102999275602,-56.0
1742481103514679325,-55.0
1742481104020873413,-57.0
1742481104516469799,-55.0
1742481105008000597,-55.0
1742481105516371661,-55.0
1742481106013840503,-55.0
1742481106517215951,-52.0
1742481107018450186,-53.0
1742481107519248377,-55.0
1742481108012827307,-52.0
1742481108517166216,-50.0
1742481109011627734,-52.0
1742481109523362370,-53.0
1742481110020478968,-51.0
1742481110513554189,-49.0
1742481111018435418,-50.0
1742481111518011670,-52.0
1742481112015012365,-53.0
1742481112521008829,-52.0
1742481113018668410,-55.0
1742481113515466998,-54.0
1742481114014715950,-56.0
1742481114517569759,-57.0
1742481115015053309,-57.0
1742481115516260145,-57.0
1742481116016484518,-57.0
1742481116515239243,-57.0
1742481117019564867,-55.0
1742481117515072465,-65.0
1742481118011763424,-56.0
1742481118530908751,-53.0
1742481119010086433,-54.0
1742481119511339258,-53.0
1742481120014884697,-53.0
1742481120515844005,-56.0
1742481121017381574,-56.0
1742481121516166258,-55.0
1742481122018192203,-56.0
1742481122518859669,-57.0
1742481123018576891,-55.0
1742481123517504868,-60.0
1742481124013743234,-56.0
1742481124518437486,-55.0
1742481125016241507,-55.0
1742481125515376190,-54.0
1742481126015735422,-56.0
1742481126517557390,-54.0
1742481127015197722,-55.0
1742481127516430096,-55.0
1742481128017706558,-54.0
1742481128515126548,-55.0
1742481129024214001,-55.0
1742481129515986397,-54.0
1742481130030114339,-55.0
1742481130528240106,-54.0
1742481131017332099,-54.0
1742481131501274724,-54.0
1742481132013269369,-54.0
1742481132511240478,-53.0
1742481133017084744,-55.0
1742481133519448264,-53.0
1742481134015135299,-52.0
1742481134517376127,-52.0
1742481135017598266,-50.0
1742481135506566984,-53.0
1742481136018917474,-56.0
1742481136516219544,-52.0
1742481137023579553,-51.0
1742481137507808725,-52.0
1742481138009251403,-52.0
1742481138516525575,-52.0
1742481139015788362,-54.0
1742481139516262918,-52.0
1742481140020848288,-52.0
1742481140513515495,-51.0
1742481141016651467,-51.0
1742481141512664089,-50.0
1742481142013486813,-54.0
1742481142515758777,-51.0
1742481143016266643,-51.0
1742481143511583473,-51.0
1742481144021269100,-52.0
1742481144519144137,-53.0
1742481145016607945,-53.0
1742481145524258159,-52.0
1742481146012404872,-51.0
