%time,field.data
1742481304013471460,-57.0
1742481304514466646,-53.0
1742481305010791418,-52.0
1742481305516657473,-53.0
1742481306019592526,-53.0
1742481306509797059,-57.0
1742481307014647756,-55.0
1742481307511533156,-54.0
1742481308013775337,-56.0
1742481308508556493,-58.0
1742481309019351044,-57.0
1742481309522178965,-56.0
1742481310016251923,-55.0
1742481310514959568,-54.0
1742481311021759696,-55.0
1742481311516068582,-53.0
1742481312014955689,-54.0
1742481312517164390,-53.0
1742481313015209356,-54.0
1742481313517835595,-53.0
1742481314015651154,-52.0
1742481314514851627,-53.0
1742481315018733178,-53.0
1742481315525454221,-52.0
1742481316010550575,-54.0
1742481316522760059,-62.0
1742481317018797095,-51.0
1742481317514764472,-52.0
1742481318016998508,-54.0
1742481318526359929,-53.0
1742481319006874515,-56.0
1742481319515366869,-55.0
1742481320017491661,-55.0
1742481320518661285,-55.0
1742481321006694819,-54.0
1742481321518684268,-56.0
1742481322021150778,-56.0
1742481322519586845,-58.0
1742481323007925697,-55.0
1742481323519490054,-55.0
1742481324013694635,-56.0
1742481324515219101,-56.0
1742481325011121640,-55.0
1742481325520334762,-57.0
1742481326019752358,-54.0
1742481326512282327,-53.0
1742481327010530222,-53.0
1742481327513446456,-52.0
1742481328014699670,-49.0
1742481328516793421,-54.0
1742481328999824180,-54.0
1742481329524574033,-50.0
1742481330017482109,-55.0
1742481330518491435,-54.0
1742481331017418050,-53.0
1742481331515886881,-55.0
1742481332017311126,-55.0
1742481332517136670,-56.0
1742481333005116138,-55.0
1742481333516087689,-57.0
1742481334019755616,-56.0
1742481334518471227,-56.0
1742481335008632145,-57.0
1742481335521708523,-56.0
1742481336017871921,-55.0
1742481336516516159,-56.0
1742481337017057105,-56.0
1742481337515213871,-55.0
1742481338017384225,-57.0
1742481338514727759,-55.0
1742481339011171019,-53.0
1742481339521227130,-58.0
1742481340016555312,-57.0
1742481340515748120,-53.0
1742481341010807795,-56.0
1742481341526158304,-56.0
1742481342011046635,-55.0
1742481342518137564,-56.0
1742481343014409152,-57.0
1742481343522961911,-55.0
1742481344012601861,-63.0
1742481344518573271,-56.0
1742481345018918279,-54.0
1742481345516682471,-56.0
1742481346015069290,-56.0
1742481346514767311,-54.0
1742481347020530861,-58.0
1742481347516389224,-54.0
1742481348018138985,-54.0
1742481348515786375,-53.0
1742481349013363041,-53.0
1742481349526997062,-53.0
1742481350016521817,-51.0
1742481350517052164,-51.0
1742481351014779575,-49.0
1742481351519496938,-51.0
1742481352013988803,-51.0
1742481352518858054,-50.0
1742481353018899157,-54.0
1742481353512939161,-51.0
1742481354021355939,-50.0
1742481354515886072,-50.0
1742481355017277519,-51.0
1742481355503060355,-50.0
1742481356015825014,-51.0
1742481356525006505,-51.0
1742481357012038973,-50.0
1742481357515081716,-51.0
